compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00003983,050017,Mercy General Hospital,4001 'j' Street,Sacramento,CA,95819,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00003984,030119,Mercy Gilbert Medical Center,3555 South Val Vista Road,Gilbert,AZ,85297,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00003985,141335,Mercy Harvard Hospital,901 Grant Street,Harvard,IL,60033,1,HSI00000667,Mercyhealth,Rockford,IL
CHSP00003986,360081,Mercy Health -  St. Charles Hospital,2600 Navarre Avenue,Oregon,OH,43616,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003987,360001,Mercy Health - Anderson Hospital,7500 State Road,Cincinnati,OH,45255,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003988,360236,Mercy Health - Clermont Hospital,3000 Hospital Drive,Batavia,OH,45103,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003989,360056,Mercy Health - Fairfield Hospital,3000 Mack Road,Fairfield,OH,45014,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003990,360276,Mercy Health - St. Elizabeth Boardman Hospital,8401 Market Street,Boardman,OH,44512,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003991,360064,Mercy Health - St. Elizabeth Youngstown Hospital,1044 Belmont Avenue,Youngstown,OH,44504,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003992,360161,Mercy Health - St. Joseph Warren Hospital,667 Eastland Avenue Se,Warren,OH,44484,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003993,360234,Mercy Health - West Hospital,3300 Mercy Health Boulevard,Cincinnati,OH,45211,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003994,361310,Mercy Health - Willard Hospital,1100 Neal Zick Road,Willard,OH,44890,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00003995,230066,Mercy Health Hackley Campus,1700 Clinton Street,Muskegon,MI,49442,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00003996,371306,Mercy Health Love County,300 Wanda Street,Marietta,OK,73448,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00003997,,Mercy Health Muskegon,Po Box 358,Muskegon,MI,49443,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00003998,230004,Mercy Health Muskegon Mercy Campus,1500 E Sherman Blvd,Muskegon,MI,49444,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00003999,230059,Mercy Health Saint Mary's,200 Jefferson Avenue Se,Grand Rapids,MI,49503,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004001,231320,"Mercy Health, Lakeshore Campus",72 South State Street,Shelby,MI,49455,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004002,330279,Mercy Hospital,565 Abbott Road,Buffalo,NY,14220,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004003,240115,Mercy Hospital,4050 Coon Rapids Boulevard,Coon Rapids,MN,55433,1,HSI00000029,Allina Health System,Minneapolis,MN
CHSP00004004,241350,Mercy Hospital,4572 County Road 61,Moose Lake,MN,55767,1,,,,
CHSP00004005,170075,Mercy Hospital,218 East Pack Street,Moundridge,KS,67107,1,,,,
CHSP00004006,100061,Mercy Hospital,3663 S Miami Ave,Miami,FL,33133,1,HSI00000492,HCA,Nashville,TN
CHSP00004007,370020,Mercy Hospital Ada,430 North Monte Vista,Ada,OK,74820,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004008,370047,Mercy Hospital Ardmore,1011 14th Avenue Nw,Ardmore,OK,73401,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004009,261316,Mercy Hospital Aurora,500 Porter Street,Aurora,MO,65605,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004010,041329,Mercy Hospital Berryville,214 Carter Street,Berryville,AR,72616,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004011,041318,Mercy Hospital Booneville,880 West Main Street,Booneville,AR,72927,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004012,260228,Mercy Hospital Carthage,3125 Dr Russell Smith Way,Carthage,MO,64836,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004013,261317,Mercy Hospital Cassville,94 Main Street,Cassville,MO,65625,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004014,171308,Mercy Hospital Columbus,220 North Pennsylvania Avenue,Columbus,KS,66725,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004015,370011,Mercy Hospital El Reno,2115 Parkview Drive,El Reno,OK,73036,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004016,170058,Mercy Hospital Fort Scott,401 Woodland Hills Boulevard,Fort Scott,KS,66701,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004017,040062,Mercy Hospital Fort Smith,7301 Rogers Avenue,Fort Smith,AR,72903,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004018,371310,Mercy Hospital Healdton,918 South 8th Street,Healdton,OK,73438,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004019,260023,Mercy Hospital Jefferson,Highway 61 South,Crystal City,MO,63019,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004020,260001,Mercy Hospital Joplin,100 Mercy Way,Joplin,MO,64804,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004021,371313,Mercy Hospital Kingfisher,1000 Kingfisher Regional Hospital Drive,Kingfisher,OK,73750,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004022,260059,Mercy Hospital Lebanon,100 Hospital Drive,Lebanon,MO,65536,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004023,261319,Mercy Hospital Lincoln,1000 East Cherry Street,Troy,MO,63379,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004024,371317,Mercy Hospital Logan County,200 South Academy Road,Guthrie,OK,73044,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004025,370013,Mercy Hospital Oklahoma City,4300 West Memorial Road,Oklahoma City,OK,73120,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004026,041303,Mercy Hospital Ozark,801 West River Street,Ozark,AR,72949,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004027,041300,Mercy Hospital Paris,500 East Academy,Paris,AR,72855,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004028,040010,Mercy Hospital Rogers,2710 Rife Medical Lane,Rogers,AR,72758,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004029,260065,Mercy Hospital Springfield,1235 East Cherokee Street,Springfield,MO,65804,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004030,260020,Mercy Hospital St. Louis,615 South New Ballas Road,Saint Louis,MO,63141,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004031,371304,Mercy Hospital Tishomingo,1000 South Byrd Street,Tishomingo,OK,73460,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004032,041305,Mercy Hospital Waldron,1341 West 6th Street,Waldron,AR,72958,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004033,260052,Mercy Hospital Washington,901 East Fifth Street,Washington,MO,63090,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004034,371302,Mercy Hospital Watonga,500 North Clarence Nash Boulevard,Watonga,OK,73772,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004035,140158,Mercy Hospital and Medical Center,2525 South Michigan Avenue,Chicago,IL,60616,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004036,520066,Mercy Hospital and Trauma Center,1000 Mineral Point Avenue,Janesville,WI,53548,1,HSI00000667,Mercyhealth,Rockford,IL
CHSP00004037,360270,Mercy Hospital of Defiance,1404 East Second Street,Defiance,OH,43512,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00004038,050414,Mercy Hospital of Folsom,1650 Creekside Drive,Folsom,CA,95630,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004039,161338,Mercy Hospital of Franciscan Sisters,201 Eighth Avenue Se,Oelwein,IA,50662,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004040,200008,Mercy Hospital of Portland,144 State Street,Portland,ME,04101,1,HSI00000330,Eastern Maine Healthcare Systems,Brewer,ME
CHSP00004041,050295,Mercy Hospitals of Bakersfield,2215 Truxtun Avenue,Bakersfield,CA,93301,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004042,160029,Mercy Iowa City,500 East Market Street,Iowa City,IA,52245,1,HSI00000665,Mercy Iowa City,Iowa City,IA
CHSP00004045,220066,Mercy Medical Center,271 Carew Street,Springfield,MA,01104,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004046,330259,Mercy Medical Center,1000 North Village Avenue,Rockville Centre,NY,11570,1,HSI00000186,Catholic Health Services of Long Island,Rockville Centre,NY
CHSP00004047,210008,Mercy Medical Center,301 St Paul Place,Baltimore,MD,21202,1,HSI00000663,Mercy Health Services,Baltimore,MD
CHSP00004048,360070,Mercy Medical Center,1320 Mercy Drive Nw,Canton,OH,44708,1,HSI00000990,Sisters of Charity Health System,Cleveland,OH
CHSP00004049,520048,Mercy Medical Center,500 South Oakwood Road,Oshkosh,WI,54904,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004050,351334,Mercy Medical Center,1301 15th Avenue West,Williston,ND,58801,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004051,380027,Mercy Medical Center,2700 Stewart Parkway,Roseburg,OR,97471,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004052,,Mercy Medical Center - West Lakes,1755 59th Place,West Des Moines,IA,50266,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004053,050444,Mercy Medical Center Merced,333 Mercy Avenue,Merced,CA,95340,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004054,051319,Mercy Medical Center Mount Shasta,914 Pine Street,Mount Shasta,CA,96067,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004055,050280,Mercy Medical Center Redding,2175 Rosaline Avenue,Redding,CA,96001,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004056,160079,"Mercy Medical Center, Cedar Rapids, Iowa",701 Tenth Street Se,Cedar Rapids,IA,52403,1,HSI00000186,Catholic Health Services of Long Island,Rockville Centre,NY
CHSP00004057,161377,Mercy Medical Center-Centerville,1 St Joseph's Drive,Centerville,IA,52544,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004058,160080,Mercy Medical Center-Clinton,1410 North Fourth Street,Clinton,IA,52732,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004059,160083,Mercy Medical Center-Des Moines,1111 6th Avenue,Des Moines,IA,50314,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004060,160069,Mercy Medical Center-Dubuque,250 Mercy Drive,Dubuque,IA,52001,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004061,161378,Mercy Medical Center-Dyersville,1111 Third Street Sw,Dyersville,IA,52040,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004062,161331,Mercy Medical Center-New Hampton,308 North Maple Avenue,New Hampton,IA,50659,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004063,160064,Mercy Medical Center-North Iowa,1000 Fourth Street Sw,Mason City,IA,50401,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004064,160153,Mercy Medical Center-Sioux City,801 Fifth Street,Sioux City,IA,51101,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004065,361312,Mercy Memorial Hospital,904 Scioto Street,Urbana,OH,43078,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00004068,,Mercy Philadelphia Hospital,501 S 54th St,Philadelphia,PA,19143,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00004069,360172,Mercy Regional Medical Center,3700 Kolbe Road,Lorain,OH,44053,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00004070,190167,Mercy Regional Medical Center,800 East Main Street,Ville Platte,LA,70586,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00004071,060013,Mercy Regional Medical Center,1010 Three Springs Boulevard,Durango,CO,81301,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004072,263029,Mercy Rehabilitation Hospital,14561 North Outer Forty Road,Chesterfield,MO,63017,0,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004073,373033,Mercy Rehabilitation Hospital Oklahoma City,5401 West Memorial Rd,Oklahoma City,OK,73142,0,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004074,263032,Mercy Rehabilition Hospital Springfield,5904 South Southwood Road,Springfield,MO,65804,0,,,,
CHSP00004075,050516,Mercy San Juan Medical Center,6501 Coyle Avenue,Carmichael,CA,95608,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004076,,Mercy Southwest Hospital,400 Old Rvr Rd,Bakersfield,CA,93311,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004077,360262,Mercy St. Anne Hospital,3404 West Sylvania Avenue,Toledo,OH,43623,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00004078,261335,Mercy St. Francis Hospital,100 West Highway 60,Mountain View,MO,65548,1,HSI00000660,Mercy Health,Chesterfield,MO
CHSP00004079,360112,Mercy St. Vincent Medical Center,2213 Cherry Street,Toledo,OH,43608,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00004080,360089,Mercy Tiffin Hospital,45 St Lawrence Drive,Tiffin,OH,44883,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00004081,521357,Mercy Walworth Hospital and Medical Center,N2950 State Road 67,Lake Geneva,WI,53147,1,HSI00000667,Mercyhealth,Rockford,IL
CHSP00004082,,Mercy-Westbrook Recovery Center,40 Pk Rd,Westbrook,ME,04092,0,HSI00000330,Eastern Maine Healthcare Systems,Brewer,ME
CHSP00004083,140239,MercyHealth Rockton Avenue Hospital,2400 North Rockton Avenue,Rockford,IL,61103,1,HSI00000667,Mercyhealth,Rockford,IL
CHSP00004085,154053,Meridian Gero Psychiatry Hospital,2401 W University Ave,Muncie,IN,47303,0,,,,
CHSP00004087,250128,Merit Health Batesville,303 Medical Center Drive,Batesville,MS,38606,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004089,250007,Merit Health Biloxi,150 Reynoir Street,Biloxi,MS,39530,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004090,250072,Merit Health Central,1850 Chadwick Drive,Jackson,MS,39204,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004091,250025,Merit Health Gilmore Memorial,1105 Earl Frye Boulevard,Amory,MS,38821,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004092,250038,Merit Health Madison,161 River Oaks Drive,Canton,MS,39046,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004093,250084,Merit Health Natchez,54 Seargent 's' Prentiss Drive,Natchez,MS,39120,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004094,250042,Merit Health Northwest Mississippi,1970 Hospital Drive,Clarksdale,MS,38614,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004095,250096,Merit Health Rankin,350 Crossgates Boulevard,Brandon,MS,39042,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004096,250138,Merit Health River Oaks,1030 River Oaks Drive,Flowood,MS,39232,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004097,250031,Merit Health River Region,2100 Highway 61 North,Vicksburg,MS,39183,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004098,250094,Merit Health Wesley,5001 Hardy Street,Hattiesburg,MS,39402,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004099,250136,Merit Health Woman's Hospital,1026 North Flowood Drive,Flowood,MS,39232,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00004101,520089,Meriter UnityPoint Health,202 South Park Street,Madison,WI,53715,1,HSI00001146,UnityPoint Health,West Des Moines,IA
CHSP00004102,210001,Meritus Medical Center,11116 Medical Campus Road,Hagerstown,MD,21742,1,HSI00000671,Meritus Health,Hagerstown,MD
CHSP00004103,452035,Mesa Hills Specialty Hospital,"2311 North Oregon Street, 5th Floor",El Paso,TX,79902,0,,,,
CHSP00004104,454124,Mesa Springs,5560 Mesa Springs Drive,Fort Worth,TX,76123,0,,,,
CHSP00004105,291307,Mesa View Regional Hospital,1299 Bertha Howe Avenue,Mesquite,NV,89027,1,,,,
CHSP00004106,320058,Mescalero Public Health Service Indian Hospital,318 Abalone Loop,Mescalero,NM,88340,0,,,,
CHSP00004107,324010,Mesilla Valley Hospital,3751 Del Rey Boulevard,Las Cruces,NM,88012,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00004108,673045,Mesquite Rehabilitation Institute,1023 North Belt Line Road,Mesquite,TX,75149,0,,,,
CHSP00004109,452100,Mesquite Specialty Hospital,1024 North Galloway Avenue,Mesquite,TX,75149,0,,,,
CHSP00004110,450780,Methodist Ambulatory Surgery Hospital - Northwest,"9150 Huebner Road, Suite 100",San Antonio,TX,78240,1,HSI00000492,HCA,Nashville,TN
CHSP00004111,044017,Methodist Behavioral Hospital of Arkansas,1601 Murphy Drive,Maumelle,AR,72113,0,,,,
CHSP00004112,450723,Methodist Charlton Medical Center,3500 West Wheatland Road,Dallas,TX,75237,1,HSI00000673,Methodist Health System,Dallas,TX
CHSP00004113,,Methodist Children's Hospital,7700 Floyd Curl Dr,San Antonio,TX,78229,1,HSI00000492,HCA,Nashville,TN
CHSP00004114,450051,Methodist Dallas Medical Center,1441 North Beckley Avenue,Dallas,TX,75203,1,HSI00000673,Methodist Health System,Dallas,TX
CHSP00004115,442013,Methodist Extended Care Hospital,225 S Claybrook St,Memphis,TN,38104,0,HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN
CHSP00004116,,"Methodist Health Care System of San Antonio, Ltd, LLP",1310 Mccullough Ave,Olmos Park,TX,78212,1,HSI00000492,HCA,Nashville,TN
CHSP00004117,440049,Methodist Healthcare Memphis Hospitals,1265 Union Avenue,Memphis,TN,38104,1,HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN
CHSP00004120,180056,Methodist Hospital,1305 North Elm Street,Henderson,KY,42420,1,,,,
CHSP00004121,450388,Methodist Hospital,7700 Floyd Curl Drive,San Antonio,TX,78229,1,HSI00000492,HCA,Nashville,TN
CHSP00004122,,Methodist Hospital,2301 S Broad St,Philadelphia,PA,19148,1,HSI00000048,Jefferson Health,Philadelphia,PA
CHSP00004123,,Methodist Hospital South,1300 Wesley Dr,Memphis,TN,38116,1,HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN
CHSP00004124,181306,Methodist Hospital Union County,4604 Highway 60 West,Morganfield,KY,42437,1,,,,
CHSP00004125,670073,Methodist Hospital for Surgery,17101 North Dallas Parkway,Addison,TX,75001,1,HSI00000673,Methodist Health System,Dallas,TX
CHSP00004126,140197,Methodist Hospital of Chicago,5025 North Paulina Street,Chicago,IL,60640,1,,,,
CHSP00004127,050590,Methodist Hospital of Sacramento,7500 Hospital Drive,Sacramento,CA,95823,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004128,050238,Methodist Hospital of Southern California,300 West Huntington Drive,Arcadia,CA,91007,1,,,,
CHSP00004129,150002,Methodist Hospitals,600 Grant Street,Gary,IN,46402,1,HSI00001082,"The Methodist Hospitals, Inc",Gary,IN
CHSP00004130,160047,Methodist Jennie Edmundson Hospital,933 East Pierce Street,Council Bluffs,IA,51503,1,HSI00000672,Methodist Health System,Omaha,NE
CHSP00004131,,Methodist LeBonheur Healthcare Germantown Hospital,7691 Poplar Ave,Germantown,TN,38138,1,HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN
CHSP00004132,670023,Methodist Mansfield Medical Center,2700 East Broad Street,Mansfield,TX,76063,1,HSI00000673,Methodist Health System,Dallas,TX
CHSP00004133,670069,Methodist McKinney Hospital,8000 West Eldorado Parkway,Mckinney,TX,75070,1,HSI00000673,Methodist Health System,Dallas,TX
CHSP00004134,440034,Methodist Medical Center of Oak Ridge,990 Oak Ridge Turnpike,Oak Ridge,TN,37830,1,HSI00000286,Covenant Health,Knoxville,TN
CHSP00004135,,Methodist North Hospital,3960 New Covington Pike,Memphis,TN,38128,1,HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN
CHSP00004136,250167,Methodist Olive Branch Hospital,4250 Bethel Road,Olive Branch,MS,38654,1,HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN
CHSP00004137,250152,Methodist Rehabilitation Center,1350 Woodrow Wilson Drive,Jackson,MS,39216,0,,,,
CHSP00004138,673031,Methodist Rehabilitation Hospital,3020 West Wheatland Road,Dallas,TX,75237,0,HSI00000972,Sentara Healthcare,Norfolk,VA
CHSP00004139,450537,Methodist Richardson Medical Center,2831 East President George Bush Highway,Richardson,TX,75082,1,HSI00000673,Methodist Health System,Dallas,TX
CHSP00004140,,Methodist Southlake Hospital,421 East State Highway 114,Southlake,TX,76092,1,HSI00000673,Methodist Health System,Dallas,TX
CHSP00004141,670055,Methodist Stone Oak Hospital,1139 East Sonterra Boulevard,San Antonio,TX,78258,1,HSI00000492,HCA,Nashville,TN
CHSP00004142,450878,Methodist Texsan Hospital,6700 W Interstate 10,San Antonio,TX,78201,1,HSI00000492,HCA,Nashville,TN
CHSP00004145,230236,Metro Health Hospital,5900 Byron Center Avenue Sw,Wyoming,MI,49519,1,HSI00000676,Metro Health,Wyoming,MI
CHSP00004146,360059,MetroHealth Medical Center,2500 Metrohealth Drive,Cleveland,OH,44109,1,HSI00001083,The MetroHealth System,Cleveland,OH
CHSP00004148,140118,MetroSouth Medical Center,12935 South Gregory Street,Blue Island,IL,60406,1,,,,
CHSP00004149,220175,MetroWest Medical Center,115 Lincoln Street,Framingham,MA,01702,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00004150,220089,MetroWest Medical Center,67 Union St,Natick,MA,01760,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00004151,450152,Metroplex Adventist Hospital,2201 South Clear Creek Road,Killeen,TX,76549,1,HSI00000010,Adventist Health System,Altamonte Springs,FL
CHSP00004152,264025,Metropolitan St. Louis Psychiatric Center,5351 Delmar,Saint Louis,MO,63112,0,HSI00000070,BJC HealthCare,Saint Louis,MO
CHSP00004153,054133,Metropolitan State Hospital,11401 Bloomfield Avenue,Norwalk,CA,90650,0,,,,
CHSP00004154,,Metropolitan Transition Center,954 Forrest St,Baltimore,MD,21202,0,,,,
CHSP00004156,170109,Miami County Medical Center,2100 Baptiste Drive,Paola,KS,66071,1,HSI00000788,Olathe Health System,Olathe,KS
CHSP00004157,100277,Miami Jewish Home and Hospital for Aged,5200 Ne Second Avenue,Miami,FL,33137,1,,,,
CHSP00004158,360051,Miami Valley Hospital,One Wyoming Street,Dayton,OH,45409,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004161,10064F,Miami Veterans Affairs Healthcare System,1201 Nw 16th Street,Miami,FL,33125,0,,,,
CHSP00004162,45074F,Michael E. DeBakey Veterans Affairs Medical Center,2002 Holcombe Boulevard,Houston,TX,77030,1,,,,
CHSP00004163,154047,Michiana Behavioral Health Center,1800 North Oak Drive,Plymouth,IN,46563,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00004164,200021,Mid Coast Hospital,123 Medical Center Drive,Brunswick,ME,04011,1,HSI00000680,Mid Coast Health Services,Brunswick,ME
CHSP00004165,173026,Mid-America Rehabilitation Hospital,5701 West 110th Street,Shawnee Mission,KS,66211,0,,,,
CHSP00004166,380001,Mid-Columbia Medical Center,1700 East 19th Street,The Dalles,OR,97058,1,HSI00000681,Mid Columbia Medical Center,The Dalles,OR
CHSP00004167,334061,Mid-Hudson Forensic Psychiatric Center,Route 17m,New Hampton,NY,10958,0,,,,
CHSP00004168,452083,Mid-Jefferson Extended Care Hospital,2600 Highway 365,Nederland,TX,77627,0,,,,
CHSP00004169,501328,Mid-Valley Hospital,810 Jasmine,Omak,WA,98841,1,,,,
CHSP00004170,,MidHudson Regional Hospital,241 N Rd,Poughkeepsie,NY,12601,0,,,,
CHSP00004171,330067,MidHudson Regional Hospital of Westchester Medical Center,241 North Rd,Poughkeepsie,NY,12601,1,HSI00001252,Westchester Medical Center,Valhalla,NY
CHSP00004172,230036,MidMichigan Medical Center - Alpena,1501 West Chisholm Street,Alpena,MI,49707,1,HSI00000682,MidMichigan Health,Midland,MI
CHSP00004173,230180,MidMichigan Medical Center-Clare,703 North Mcewan Street,Clare,MI,48617,1,HSI00000682,MidMichigan Health,Midland,MI
CHSP00004174,231325,MidMichigan Medical Center-Gladwin,515 Quarter Street,Gladwin,MI,48624,1,HSI00000682,MidMichigan Health,Midland,MI
CHSP00004175,230030,MidMichigan Medical Center-Gratiot,300 East Warwick Drive,Alma,MI,48801,1,HSI00000682,MidMichigan Health,Midland,MI
CHSP00004176,230222,MidMichigan Medical Center-Midland,4000 Wellness Drive,Midland,MI,48670,1,HSI00000682,MidMichigan Health,Midland,MI
CHSP00004177,070017,MidState Medical Center,435 Lewis Avenue,Meriden,CT,06451,1,HSI00000452,Hartford Healthcare Corporation,Hartford,CT
CHSP00004178,061318,Middle Park Medical Center-Kremmling,214 South Fourth Street,Kremmling,CO,80459,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004179,444014,Middle Tennessee Mental Health Institute,221 Stewarts Ferry Pike,Nashville,TN,37214,0,,,,
CHSP00004180,180020,Middlesboro ARH Hospital,3600 West Cumberland Avenue,Middlesboro,KY,40965,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY
CHSP00004181,070020,Middlesex Hospital,28 Crescent Street,Middletown,CT,06457,1,HSI00000683,"Middlesex Health System, Inc",Middletown,CT
CHSP00004183,450133,Midland Memorial Hospital,400 Rosalind Redfern Grover Parkway,Midland,TX,79701,1,,,,
CHSP00004184,,Midlands Regional Center,8301 Farrow Rd,Columbia,SC,29203,0,,,,
CHSP00004185,110064,Midtown Medical Center,710 Center Street,Columbus,GA,31901,1,HSI00000241,Columbus Regional Healthcare System,Columbus,GA
CHSP00004186,,Midtown Medical Center West,616 19th Street,Columbus,GA,31901,1,HSI00000241,Columbus Regional Healthcare System,Columbus,GA
CHSP00004188,372012,Midwest City Specialty Hospital,8210 National Avenue,Midwest City,OK,73110,0,,,,
CHSP00004189,141302,Midwest Medical Center,One Medical Center Drive,Galena,IL,61036,1,,,,
CHSP00004190,520205,Midwest Orthopedic Specialty Hospital,"10101 South 27th Street, 2nd Floor",Franklin,WI,53132,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00004191,280131,Midwest Surgical Hospital,7915 Farnam Drive,Omaha,NE,68114,1,,,,
CHSP00004192,140100,Midwestern Regional Medical Center,2520 Elisha Avenue,Zion,IL,60099,1,,,,
CHSP00004193,,Mike O'Callaghan Federal Hospital,"4700 Las Vegas Boulevard North, Suite 2419",Nellis Afb,NV,89191,0,,,,
CHSP00004194,440060,Milan General Hospital,4039 Highland Street,Milan,TN,38358,1,HSI00001250,West Tennessee Healthcare,Jackson,TN
CHSP00004196,431326,Milbank Area Hospital Avera,901 East Virgil Avenue,Milbank,SD,57252,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00004197,514009,Mildred Mitchell-Bateman Hospital,1530 Norway Avenue,Huntington,WV,25705,0,,,,
CHSP00004198,520109,Mile Bluff Medical Center,1050 Division Street,Mauston,WI,53948,1,,,,
CHSP00004199,070019,Milford Hospital,300 Seaside Avenue,Milford,CT,06460,1,,,,
